"p1";"Var.2";"РќР°Р·РІР°РЅРёРµ С„РѕРЅРґР°";"V1";"V2";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"V12";"V13";"V14";"V15";"V16";"V17";"V18";"V19";"V20";"V21";"V22";"V23";"V24";"V25";"V26";"V27";"V28";"V29";"V30";"V31";"V32";"V33";"V34";"V35";"V36";"V37";"V38";"V39";"V40";"V41";"V42";"V43";"V44";"V45";"V46";"V47";"V48";"V49";"V50";"V51";"V52";"V53";"V54";"V55";"V56";"V57";"V58";"V59";"V60";"V61";"V62";"V63";"V64";"V65";"V66";"V67";"V68";"V69";"V70";"V71";"V72";"V73"
"/funds/2405/";"";"Открытие - Еврооблигации";"ОТКРЫТИЕ";"";"открытый";"15.03.2021";"30.03.2012";"сформирован";"рыночных финансовых инструментов";"облигации";"Иностранные активы";"15.03.2021";"1 021.81";"967";"5 000";"30.03.2012";"<U+2605>
                                                                                                                                                        <U+2605>
                                                                                                                                                        <U+2605>
                                                                                                                                                        <U+2605>
                                                                                                                                                        <U+2605>";"открытый";"облигации";"сформирован";"рыночных финансовых инструментов";"Иностранные активы";"Космодемьянский Дмитрий Александрович";"1.50% от СЧА";"2.40% от СЧА";"-1.82%";"-0.86%";"-2.41%";"10.42%";"50.99%";"23.50%";"98.32";"250.34";"231.83";"589.22";"722.07";"835.58";"26.02.2021";"0.286";"0.407";"3.03%";"-4.388";"-0.243";"13.82";"-3.67%";"-1.82%";"-0.86%";"-2.41%";"10.42%";"50.99%";"23.50%";"-1.82";"-0.86";"-2.41";"10.42";"50.99";"23.50";"26.02.2021";"0.286";"0.407";"3.03%";"-4.388";"-0.243";"13.82%";"-3.67%";"1 021.81";"10.42%";"589.22";"5 000";"—
                                                                            (Рос. активы";"30.03.2012";"967";"Космодемьянский Дмитрий Александрович";"1.50% от СЧА";"2.40% от СЧА"
"/funds/2399/";"";"Открытие - Золото";"ОТКРЫТИЕ";"";"открытый";"15.03.2021";"23.03.2012";"сформирован";"рыночных финансовых инструментов";"фондов";"Драгоценные металлы";"15.03.2021";"444.13";"769";"1 000";"23.03.2012";"Без рейтинга*";"открытый";"фондов";"сформирован";"рыночных финансовых инструментов";"Драгоценные металлы";"Исаков Виталий Анатольевич";"2.50% от СЧА";"3.50% от СЧА";"-4.49%";"-5.78%";"-8.97%";"11.48%";"52.55%";"25.53%";"14.45";"116.99";"108.62";"315.29";"387.61";"375.49";"26.02.2021";"0.151";"0.192";"5.73%";"-4.781";"-0.379";"9.43";"-8.01%";"-4.49%";"-5.78%";"-8.97%";"11.48%";"52.55%";"25.53%";"-4.49";"-5.78";"-8.97";"11.48";"52.55";"25.53";"26.02.2021";"0.151";"0.192";"5.73%";"-4.781";"-0.379";"9.43%";"-8.01%";"444.13";"11.48%";"315.29";"1 000";"Без рейтинга*";"23.03.2012";"769";"Исаков Виталий Анатольевич";"2.50% от СЧА";"3.50% от СЧА"
"/funds/936/";"";"Открытие - Индекс МосБиржи";"ОТКРЫТИЕ";"";"открытый";"03.03.2021";"21.08.2007";"в стадии прекращения";"рыночных финансовых инструментов";"индексный";"";"03.03.2021";"750.86";"1 522";"1 000";"21.08.2007";"Без рейтинга*";"открытый";"индексный";"в стадии прекращения";"рыночных финансовых инструментов";"";"Исаков Виталий Анатольевич";"1.30% от СЧА";"2.00% от СЧА";"2.09%";"8.65%";"4.28%";"27.29%";"74.32%";"129.28%";"43.49";"125.98";"134.24";"105.58";"434.42";"446.92";"29.01.2021";"0.226";"0.245";"4.56%";"0.330";"0.972";"97.57";"-5.97%";"2.09%";"8.65%";"4.28%";"27.29%";"74.32%";"129.28%";"2.09";"8.65";"4.28";"27.29";"74.32";"129.28";"29.01.2021";"0.226";"0.245";"4.56%";"0.330";"0.972";"97.57%";"-5.97%";"750.86";"27.29%";"105.58";"1 000";"Без рейтинга*";"21.08.2007";"1 522";"Исаков Виталий Анатольевич";"1.30% от СЧА";"2.00% от СЧА"
"/funds/3183/";"";"Открытие - Лидеры инноваций";"ОТКРЫТИЕ";"";"открытый";"15.03.2021";"02.08.2013";"сформирован";"рыночных финансовых инструментов";"акции";"Иностранные активы";"15.03.2021";"1 821.31";"933";"1 000";"02.08.2013";"Без рейтинга*";"открытый";"акции";"сформирован";"рыночных финансовых инструментов";"Иностранные активы";"Исаков Виталий Анатольевич";"3.50% от СЧА";"5.50% от СЧА";"-0.25%";"15.30%";"12.10%";"89.19%";"145.94%";"161.68%";"548.00";"1 138.29";"1 023.19";"1 475.12";"1 531.80";"1 534.56";"26.02.2021";"0.463";"0.499";"4.74%";"-0.760";"0.368";"12.96";"-5.09%";"-0.25%";"15.30%";"12.10%";"89.19%";"145.94%";"161.68%";"-0.25";"15.30";"12.10";"89.19";"145.94";"161.68";"26.02.2021";"0.463";"0.499";"4.74%";"-0.760";"0.368";"12.96%";"-5.09%";"1 821.31";"89.19%";"1 475.12";"1 000";"Без рейтинга*";"02.08.2013";"933";"Исаков Виталий Анатольевич";"3.50% от СЧА";"5.50% от СЧА"
"/funds/187/";"";"Открытие - Облигации";"ОТКРЫТИЕ";"";"открытый";"15.03.2021";"16.01.2004";"сформирован";"рыночных финансовых инструментов";"облигации";"";"15.03.2021";"13 590.11";"9 270";"1 000";"16.01.2004";"<U+2605>
                                                                                                                                                        <U+2605>
                                                                                                                                                        <U+2605>
                                                                                                                                                        <U+2605>
                                                                                                                                                        <U+2605>";"открытый";"облигации";"сформирован";"рыночных финансовых инструментов";"";"Космодемьянский Дмитрий Александрович";"1.90% от СЧА";"2.30% от СЧА";"-0.36%";"-0.25%";"-0.57%";"8.69%";"23.15%";"44.58%";"1 234.86";"4 380.33";"4 084.11";"7 471.55";"10 382.07";"11 859.20";"26.02.2021";"0.245";"0.293";"0.79%";"-3.930";"0.078";"21.13";"-0.70%";"-0.36%";"-0.25%";"-0.57%";"8.69%";"23.15%";"44.58%";"-0.36";"-0.25";"-0.57";"8.69";"23.15";"44.58";"26.02.2021";"0.245";"0.293";"0.79%";"-3.930";"0.078";"21.13%";"-0.70%";"13 590.11";"8.69%";"7 471.55";"1 000";"<U+2605>
                                                                                                                                <U+2605>
                                                                                                                                <U+2605>
                                                                                                                                <U+2605>
                                                                                                                                <U+2605>";"16.01.2004";"9 270";"Космодемьянский Дмитрий Александрович";"1.90% от СЧА";"2.30% от СЧА"
"/funds/6627/";"";"Открытие - Сбалансированный";"ОТКРЫТИЕ";"";"открытый";"15.03.2021";"05.03.2021";"сформирован";"рыночных финансовых инструментов";"смешанный";"";"15.03.2021";"1 688.56";"0";"5 000";"05.03.2021";"Без рейтинга*";"открытый";"смешанный";"сформирован";"рыночных финансовых инструментов";"";"";"2.90% от СЧА";"3.90% от СЧА";"";"";"";"";"";"";"< 0.01";"< 0.01";"< 0.01";"< 0.01";"< 0.01";"< 0.01";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1 688.56";"";"< 0.01";"5 000";"Без рейтинга*";"05.03.2021";"";"";"2.90% от СЧА";"3.90% от СЧА"
"/funds/374/";"";"ПРОМСВЯЗЬ - Акции";"Промсвязь";"";"открытый";"15.03.2021";"25.07.2005";"сформирован";"рыночных финансовых инструментов";"акции";"";"15.03.2021";"1 599.19";"1 688";"3 000";"25.07.2005";"<U+2605>
                                                                                                                                                        <U+2605>
                                                                                                                                                        <U+2605>
                                                                                                                                                        <U+2605>
                                                                                                                                                        <U+2605>";"открытый";"акции";"сформирован";"рыночных финансовых инструментов";"";"Зайцев Константин";"2.95% от СЧА";"5.45% от СЧА";"4.08%";"13.31%";"10.62%";"78.19%";"72.19%";"143.76%";"66.91";"151.57";"110.58";"577.40";"582.08";"970.78";"26.02.2021";"0.178";"0.199";"5.32%";"0.375";"1.012";"77.82";"-7.27%";"4.08%";"13.31%";"10.62%";"78.19%";"72.19%";"143.76%";"4.08";"13.31";"10.62";"78.19";"72.19";"143.76";"26.02.2021";"0.178";"0.199";"5.32%";"0.375";"1.012";"77.82%";"-7.27%";"1 599.19";"78.19%";"577.40";"3 000";"<U+2605>
                                                                                                                                <U+2605>
                                                                                                                                <U+2605>
                                                                                                                                <U+2605>
                                                                                                                                <U+2605>";"25.07.2005";"1 688";"Зайцев Константин";"2.95% от СЧА";"5.45% от СЧА"
"/funds/2026/";"";"ПРОМСВЯЗЬ - Еврооблигации";"Промсвязь";"";"открытый";"15.03.2021";"10.12.2010";"сформирован";"рыночных финансовых инструментов";"облигации";"Иностранные активы";"15.03.2021";"38.82";"120";"3 000";"10.12.2010";"<U+2605>
                                                                                                                                                        <U+2605>
                                                                                                                                                        <U+2605>
                                                                                                                                                        <U+2605>
                                                                                                                                                        <U+2605>";"открытый";"облигации";"сформирован";"рыночных финансовых инструментов";"Иностранные активы";"Зайцев Константин";"1.00% от СЧА";"12.00% от СЧА";"-1.02%";"0.17%";"-1.41%";"4.31%";"15.78%";"12.28%";"7.12";"11.92";"10.17";"34.14";"20.49";"-4.74";"26.02.2021";"0.030";"0.033";"3.54%";"-4.609";"-0.100";"1.71";"-5.25%";"-1.02%";"0.17%";"-1.41%";"4.31%";"15.78%";"12.28%";"-1.02";"0.17";"-1.41";"4.31";"15.78";"12.28";"26.02.2021";"0.030";"0.033";"3.54%";"-4.609";"-0.100";"1.71%";"-5.25%";"38.82";"4.31%";"34.14";"3 000";"—
                                                                            (СЧА";"10.12.2010";"120";"Зайцев Константин";"1.00% от СЧА";"12.00% от СЧА"
"/funds/2865/";"";"ПРОМСВЯЗЬ - Золото";"Промсвязь";"";"открытый";"15.03.2021";"19.10.2012";"сформирован";"рыночных финансовых инструментов";"фондов";"Драгоценные металлы";"15.03.2021";"463.89";"1 326";"3 000";"19.10.2012";"Без рейтинга*";"открытый";"фондов";"сформирован";"рыночных финансовых инструментов";"Драгоценные металлы";"Зайцев Константин";"1.50% от СЧА";"3.10% от СЧА";"-5.59%";"-5.88%";"-9.03%";"5.25%";"49.86%";"20.08%";"14.81";"65.13";"37.83";"496.09";"477.37";"477.57";"26.02.2021";"0.133";"0.178";"5.87%";"-5.224";"-0.479";"14.33";"-8.32%";"-5.59%";"-5.88%";"-9.03%";"5.25%";"49.86%";"20.08%";"-5.59";"-5.88";"-9.03";"5.25";"49.86";"20.08";"26.02.2021";"0.133";"0.178";"5.87%";"-5.224";"-0.479";"14.33%";"-8.32%";"463.89";"5.25%";"496.09";"3 000";"Без рейтинга*";"19.10.2012";"1 326";"Зайцев Константин";"1.50% от СЧА";"3.10% от СЧА"
"/funds/293/";"";"ПРОМСВЯЗЬ - Информационные технологии будущего";"Промсвязь";"";"открытый";"15.03.2021";"29.09.2004";"сформирован";"рыночных финансовых инструментов";"акции";"Иностранные активы";"15.03.2021";"1 612.61";"1 851";"3 000";"29.09.2004";"<U+2605>
                                                                                                                                                        <U+2605>
                                                                                                                                                        <U+2605>
                                                                                                                                                        <U+2605>
                                                                                                                                                        <U+2605>";"открытый";"акции";"сформирован";"рыночных финансовых инструментов";"Иностранные активы";"Зайцев Константин";"3.50% от СЧА";"14.50% от СЧА";"-7.17%";"5.81%";"2.68%";"49.06%";"91.51%";"161.32%";"226.46";"564.66";"497.18";"1 467.54";"1 434.39";"1 450.02";"26.02.2021";"0.317";"0.298";"5.02%";"-1.832";"0.237";"4.78";"-6.15%";"-7.17%";"5.81%";"2.68%";"49.06%";"91.51%";"161.32%";"-7.17";"5.81";"2.68";"49.06";"91.51";"161.32";"26.02.2021";"0.317";"0.298";"5.02%";"-1.832";"0.237";"4.78%";"-6.15%";"1 612.61";"49.06%";"1 467.54";"3 000";"—
                                                                            (Рос. активы";"29.09.2004";"1 851";"Зайцев Константин";"3.50% от СЧА";"14.50% от СЧА"
"/funds/3313/";"";"ПРОМСВЯЗЬ - Мировая индустрия спорта";"Промсвязь";"";"открытый";"15.03.2021";"19.09.2013";"сформирован";"рыночных финансовых инструментов";"акции";"Иностранные активы";"15.03.2021";"261.94";"204";"3 000";"19.09.2013";"<U+2605>
                                                                                                                                                        <U+2605>
                                                                                                                                                        <U+2605>
                                                                                                                                                        <U+2605>
                                                                                                                                                        <U+2605>";"открытый";"акции";"сформирован";"рыночных финансовых инструментов";"Иностранные активы";"Зайцев Константин";"3.50% от СЧА";"14.50% от СЧА";"2.53%";"7.63%";"7.97%";"54.37%";"71.97%";"79.75%";"51.07";"153.80";"119.26";"232.09";"189.25";"110.85";"26.02.2021";"0.232";"0.250";"4.76%";"-1.798";"0.383";"13.90";"-6.21%";"2.53%";"7.63%";"7.97%";"54.37%";"71.97%";"79.75%";"2.53";"7.63";"7.97";"54.37";"71.97";"79.75";"26.02.2021";"0.232";"0.250";"4.76%";"-1.798";"0.383";"13.90%";"-6.21%";"261.94";"54.37%";"232.09";"3 000";"—
                                                                            (СЧА";"19.09.2013";"204";"Зайцев Константин";"3.50% от СЧА";"14.50% от СЧА"
"/funds/375/";"";"ПРОМСВЯЗЬ - Облигации";"Промсвязь";"";"открытый";"15.03.2021";"25.07.2005";"сформирован";"рыночных финансовых инструментов";"облигации";"";"15.03.2021";"2 875.25";"2 928";"3 000";"25.07.2005";"<U+2605>
                                                                                                                                                        <U+2605>
                                                                                                                                                        <U+2605>
                                                                                                                                                        <U+2605>
                                                                                                                                                        <U+2605>";"открытый";"облигации";"сформирован";"рыночных финансовых инструментов";"";"Зайцев Константин";"1.00% от СЧА";"2.80% от СЧА";"-0.01%";"1.28%";"0.64%";"10.17%";"23.89%";"52.47%";"112.91";"392.48";"301.32";"1 235.08";"2 404.75";"2 560.67";"26.02.2021";"0.138";"0.120";"1.44%";"-3.537";"0.182";"34.07";"-1.76%";"-0.01%";"1.28%";"0.64%";"10.17%";"23.89%";"52.47%";"-0.01";"1.28";"0.64";"10.17";"23.89";"52.47";"26.02.2021";"0.138";"0.120";"1.44%";"-3.537";"0.182";"34.07%";"-1.76%";"2 875.25";"10.17%";"1 235.08";"3 000";"<U+2605>
                                                                                                                                <U+2605>
                                                                                                                                <U+2605>
                                                                                                                                <U+2605>
                                                                                                                                <U+2605>";"25.07.2005";"2 928";"Зайцев Константин";"1.00% от СЧА";"2.80% от СЧА"
"/funds/2062/";"";"ПРОМСВЯЗЬ - Оборонный";"Промсвязь";"";"открытый";"15.03.2021";"19.01.2011";"сформирован";"рыночных финансовых инструментов";"смешанный";"";"15.03.2021";"347.28";"245";"3 000";"19.01.2011";"<U+2605>
                                                                                                                                                        <U+2605>
                                                                                                                                                        <U+2605>
                                                                                                                                                        <U+2605>
                                                                                                                                                        <U+2605>";"открытый";"смешанный";"сформирован";"рыночных финансовых инструментов";"";"Зайцев Константин";"2.95% от СЧА";"5.45% от СЧА";"-0.09%";"0.79%";"0.46%";"6.24%";"22.26%";"6.57%";"20.24";"93.26";"48.28";"298.15";"311.60";"214.01";"26.02.2021";"0.082";"0.118";"2.38%";"-4.076";"0.031";"0.36";"-3.29%";"-0.09%";"0.79%";"0.46%";"6.24%";"22.26%";"6.57%";"-0.09";"0.79";"0.46";"6.24";"22.26";"6.57";"26.02.2021";"0.082";"0.118";"2.38%";"-4.076";"0.031";"0.36%";"-3.29%";"347.28";"6.24%";"298.15";"3 000";"—
                                                                            (Рос. активы";"19.01.2011";"245";"Зайцев Константин";"2.95% от СЧА";"5.45% от СЧА"
