"p1";"Var.2";"РќР°Р·РІР°РЅРёРµ С„РѕРЅРґР°";"V1";"V2";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"V12";"V13";"V14";"V15";"V16";"V17";"V18";"V19";"V20";"V21";"V22";"V23";"V24";"V25";"V26";"V27";"V28";"V29";"V30";"V31";"V32";"V33";"V34";"V35";"V36";"V37";"V38";"V39";"V40";"V41";"V42";"V43";"V44";"V45";"V46";"V47";"V48";"V49";"V50";"V51";"V52";"V53";"V54";"V55";"V56";"V57";"V58";"V59";"V60";"V61";"V62";"V63";"V64";"V65";"V66";"V67";"V68";"V69";"V70";"V71";"V72";"V73"
"/funds/54/";"";"ВТБ - Фонд Казначейский";"ВТБ Капитал Управление активами";"";"открытый";"15.03.2021";"25.03.2003";"сформирован";"рыночных финансовых инструментов";"облигации";"";"15.03.2021";"75 972.71";"46 336";"5 000";"25.03.2003";"<U+2605>
                                                                                                                                                        <U+2605>
                                                                                                                                                        <U+2605>
                                                                                                                                                        <U+2605>
                                                                                                                                                        <U+2605>";"открытый";"облигации";"сформирован";"рыночных финансовых инструментов";"";"";"1.00% от СЧА";"1.33% от СЧА";"-0.08%";"1.37%";"0.84%";"9.18%";"26.48%";"65.34%";"1 340.56";"7 935.22";"4 625.76";"24 170.59";"60 425.45";"66 028.98";"26.02.2021";"0.390";"0.460";"0.68%";"-3.870";"0.074";"25.44";"-0.45%";"-0.08%";"1.37%";"0.84%";"9.18%";"26.48%";"65.34%";"-0.08";"1.37";"0.84";"9.18";"26.48";"65.34";"26.02.2021";"0.390";"0.460";"0.68%";"-3.870";"0.074";"25.44%";"-0.45%";"75 972.71";"9.18%";"24 170.59";"5 000";"<U+2605>
                                                                                                                                <U+2605>
                                                                                                                                <U+2605>
                                                                                                                                <U+2605>
                                                                                                                                <U+2605>";"25.03.2003";"46 336";"";"1.00% от СЧА";"1.33% от СЧА"
"/funds/1008/";"";"ВТБ - Фонд Компаний малой и средней капитализации";"ВТБ Капитал Управление активами";"";"открытый";"15.03.2021";"31.10.2007";"сформирован";"рыночных финансовых инструментов";"акции";"";"15.03.2021";"822.41";"1 371";"5 000";"31.10.2007";"<U+2605>
                                                                                                                                                        <U+2605>
                                                                                                                                                        <U+2605>
                                                                                                                                                        <U+2605>
                                                                                                                                                        <U+2605>";"открытый";"акции";"сформирован";"рыночных финансовых инструментов";"";"";"3.00% от СЧА";"5.50% от СЧА";"0.72%";"13.46%";"11.39%";"73.74%";"79.41%";"171.22%";"112.87";"301.63";"240.68";"442.47";"419.19";"532.92";"26.02.2021";"0.277";"0.295";"4.64%";"-0.508";"0.688";"47.39";"-5.84%";"0.72%";"13.46%";"11.39%";"73.74%";"79.41%";"171.22%";"0.72";"13.46";"11.39";"73.74";"79.41";"171.22";"26.02.2021";"0.277";"0.295";"4.64%";"-0.508";"0.688";"47.39%";"-5.84%";"822.41";"73.74%";"442.47";"5 000";"—
                                                                            (Рос. активы";"31.10.2007";"1 371";"";"3.00% от СЧА";"5.50% от СЧА"
"/funds/1010/";"";"ВТБ - Фонд Металлургии";"ВТБ Капитал Управление активами";"";"открытый";"15.03.2021";"06.11.2007";"сформирован";"рыночных финансовых инструментов";"акции";"";"15.03.2021";"1 897.03";"2 694";"5 000";"06.11.2007";"<U+2605>
                                                                                                                                                        <U+2605>
                                                                                                                                                        <U+2605>
                                                                                                                                                        <U+2605>
                                                                                                                                                        <U+2605>";"открытый";"акции";"сформирован";"рыночных финансовых инструментов";"";"";"3.00% от СЧА";"3.38% от СЧА";"2.57%";"6.54%";"3.96%";"75.33%";"108.40%";"197.60%";"100.01";"607.81";"246.73";"1 266.48";"1 259.03";"1 183.77";"26.02.2021";"0.372";"0.463";"4.18%";"-0.847";"0.527";"34.16";"-4.84%";"2.57%";"6.54%";"3.96%";"75.33%";"108.40%";"197.60%";"2.57";"6.54";"3.96";"75.33";"108.40";"197.60";"26.02.2021";"0.372";"0.463";"4.18%";"-0.847";"0.527";"34.16%";"-4.84%";"1 897.03";"75.33%";"1 266.48";"5 000";"—
                                                                            (Рос. активы";"06.11.2007";"2 694";"";"3.00% от СЧА";"3.38% от СЧА"
"/funds/1002/";"";"ВТБ - Фонд Мировые премиальные бренды";"ВТБ Капитал Управление активами";"";"открытый";"15.03.2021";"01.11.2007";"сформирован";"рыночных финансовых инструментов";"акции";"Иностранные активы";"15.03.2021";"621.64";"1 008";"5 000";"01.11.2007";"<U+2605>
                                                                                                                                                        <U+2605>
                                                                                                                                                        <U+2605>
                                                                                                                                                        <U+2605>
                                                                                                                                                        <U+2605>";"открытый";"акции";"сформирован";"рыночных финансовых инструментов";"Иностранные активы";"";"3.00% от СЧА";"3.50% от СЧА";"2.77%";"11.25%";"8.01%";"64.80%";"32.01%";"51.18%";"69.58";"197.68";"100.12";"384.66";"327.97";"344.55";"26.02.2021";"0.065";"0.075";"4.65%";"-1.599";"0.658";"43.13";"-6.84%";"2.77%";"11.25%";"8.01%";"64.80%";"32.01%";"51.18%";"2.77";"11.25";"8.01";"64.80";"32.01";"51.18";"26.02.2021";"0.065";"0.075";"4.65%";"-1.599";"0.658";"43.13%";"-6.84%";"621.64";"64.80%";"384.66";"5 000";"—
                                                                            (Рос. активы";"01.11.2007";"1 008";"";"3.00% от СЧА";"3.50% от СЧА"
"/funds/1009/";"";"ВТБ - Фонд Нефтегазового сектора";"ВТБ Капитал Управление активами";"";"открытый";"15.03.2021";"06.11.2007";"сформирован";"рыночных финансовых инструментов";"акции";"";"15.03.2021";"4 612.60";"6 872";"5 000";"06.11.2007";"<U+2605>
                                                                                                                                                        <U+2605>
                                                                                                                                                        <U+2605>
                                                                                                                                                        <U+2605>
                                                                                                                                                        <U+2605>";"открытый";"акции";"сформирован";"рыночных финансовых инструментов";"";"";"3.00% от СЧА";"3.26% от СЧА";"7.93%";"16.99%";"16.71%";"43.00%";"63.74%";"107.92%";"204.55";"630.63";"457.92";"718.65";"3 641.01";"3 628.43";"26.02.2021";"0.118";"0.103";"5.35%";"0.070";"1.014";"77.31";"-7.62%";"7.93%";"16.99%";"16.71%";"43.00%";"63.74%";"107.92%";"7.93";"16.99";"16.71";"43.00";"63.74";"107.92";"26.02.2021";"0.118";"0.103";"5.35%";"0.070";"1.014";"77.31%";"-7.62%";"4 612.60";"43.00%";"718.65";"5 000";"<U+2605>
                                                                                                                                <U+2605>
                                                                                                                                <U+2605>
                                                                                                                                <U+2605>
                                                                                                                                <U+2605>";"06.11.2007";"6 872";"";"3.00% от СЧА";"3.26% от СЧА"
"/funds/1044/";"";"ВТБ - Фонд Облигаций. Ответственные инвестиции";"ВТБ Капитал Управление активами";"";"открытый";"15.03.2021";"07.12.2007";"сформирован";"рыночных финансовых инструментов";"облигации";"";"15.03.2021";"575.89";"823";"1 000";"07.12.2007";"<U+2605>
                                                                                                                                                        <U+2605>
                                                                                                                                                        <U+2605>
                                                                                                                                                        <U+2605>
                                                                                                                                                        <U+2605>";"открытый";"облигации";"сформирован";"рыночных финансовых инструментов";"";"";"1.00% от СЧА";"1.40% от СЧА";"-0.15%";"0.71%";"0.40%";"7.63%";"22.23%";"40.49%";"129.77";"185.35";"159.10";"386.74";"473.18";"499.71";"26.02.2021";"0.310";"0.296";"0.54%";"-3.997";"0.067";"32.83";"-0.32%";"-0.15%";"0.71%";"0.40%";"7.63%";"22.23%";"40.49%";"-0.15";"0.71";"0.40";"7.63";"22.23";"40.49";"26.02.2021";"0.310";"0.296";"0.54%";"-3.997";"0.067";"32.83%";"-0.32%";"575.89";"7.63%";"386.74";"1 000";"<U+2605>
                                                                                                                                <U+2605>
                                                                                                                                <U+2605>
                                                                                                                                <U+2605>
                                                                                                                                <U+2605>";"07.12.2007";"823";"";"1.00% от СЧА";"1.40% от СЧА"
"/funds/1012/";"";"ВТБ - Фонд Предприятий с государственным участием";"ВТБ Капитал Управление активами";"";"открытый";"15.03.2021";"22.10.2007";"сформирован";"рыночных финансовых инструментов";"акции";"";"15.03.2021";"998.26";"3 092";"5 000";"22.10.2007";"<U+2605>
                                                                                                                                                        <U+2605>
                                                                                                                                                        <U+2605>
                                                                                                                                                        <U+2605>
                                                                                                                                                        <U+2605>";"открытый";"акции";"сформирован";"рыночных финансовых инструментов";"";"";"3.00% от СЧА";"3.26% от СЧА";"4.41%";"11.25%";"10.53%";"48.32%";"43.38%";"143.92%";"-24.32";"-27.99";"-29.76";"-124.57";"179.93";"337.70";"26.02.2021";"0.075";"0.064";"5.14%";"-0.263";"0.992";"80.10";"-7.54%";"4.41%";"11.25%";"10.53%";"48.32%";"43.38%";"143.92%";"4.41";"11.25";"10.53";"48.32";"43.38";"143.92";"26.02.2021";"0.075";"0.064";"5.14%";"-0.263";"0.992";"80.10%";"-7.54%";"998.26";"48.32%";"-124.57";"5 000";"<U+2605>
                                                                                                                                <U+2605>
                                                                                                                                <U+2605>
                                                                                                                                <U+2605>
                                                                                                                                <U+2605>";"22.10.2007";"3 092";"";"3.00% от СЧА";"3.26% от СЧА"
"/funds/1007/";"";"ВТБ - Фонд Сбалансированный";"ВТБ Капитал Управление активами";"";"открытый";"15.03.2021";"31.10.2007";"сформирован";"рыночных финансовых инструментов";"смешанный";"";"15.03.2021";"28 309.17";"26 988";"5 000";"31.10.2007";"<U+2605>
                                                                                                                                                        <U+2605>
                                                                                                                                                        <U+2605>
                                                                                                                                                        <U+2605>
                                                                                                                                                        <U+2605>";"открытый";"смешанный";"сформирован";"рыночных финансовых инструментов";"";"";"2.50% от СЧА";"2.81% от СЧА";"1.97%";"6.65%";"5.70%";"31.39%";"49.92%";"105.65%";"193.14";"705.69";"406.41";"-4 163.79";"21 969.06";"22 143.45";"26.02.2021";"0.226";"0.228";"2.62%";"-1.815";"0.538";"90.70";"-3.29%";"1.97%";"6.65%";"5.70%";"31.39%";"49.92%";"105.65%";"1.97";"6.65";"5.70";"31.39";"49.92";"105.65";"26.02.2021";"0.226";"0.228";"2.62%";"-1.815";"0.538";"90.70%";"-3.29%";"28 309.17";"31.39%";"-4 163.79";"5 000";"<U+2605>
                                                                                                                                <U+2605>
                                                                                                                                <U+2605>
                                                                                                                                <U+2605>
                                                                                                                                <U+2605>";"31.10.2007";"26 988";"";"2.50% от СЧА";"2.81% от СЧА"
"/funds/113/";"";"ВТБ - Фонд Смешанных инвестиций";"ВТБ Капитал Управление активами";"";"открытый";"15.03.2021";"20.03.2003";"сформирован";"рыночных финансовых инструментов";"смешанный";"";"15.03.2021";"16 126.68";"13 788";"5 000";"20.03.2003";"<U+2605>
                                                                                                                                                        <U+2605>
                                                                                                                                                        <U+2605>
                                                                                                                                                        <U+2605>
                                                                                                                                                        <U+2605>";"открытый";"смешанный";"сформирован";"рыночных финансовых инструментов";"";"";"1.80% от СЧА";"2.16% от СЧА";"1.70%";"6.81%";"5.88%";"38.54%";"";"";"653.83";"2 010.14";"1 402.82";"1 082.46";"< 0.01";"< 0.01";"26.02.2021";"0.298";"0.257";"3.09%";"-1.180";"0.619";"86.36";"-3.71%";"1.70%";"6.81%";"5.88%";"38.54%";"";"";"1.70";"6.81";"5.88";"38.54";"";"";"26.02.2021";"0.298";"0.257";"3.09%";"-1.180";"0.619";"86.36%";"-3.71%";"16 126.68";"38.54%";"1 082.46";"5 000";"—
                                                                            (Рос. активы";"20.03.2003";"13 788";"";"1.80% от СЧА";"2.16% от СЧА"
"/funds/1011/";"";"ВТБ - Фонд Технологий будущего";"ВТБ Капитал Управление активами";"";"открытый";"15.03.2021";"06.11.2007";"сформирован";"рыночных финансовых инструментов";"акции";"Иностранные активы";"15.03.2021";"6 397.81";"5 999";"5 000";"06.11.2007";"<U+2605>
                                                                                                                                                        <U+2605>
                                                                                                                                                        <U+2605>
                                                                                                                                                        <U+2605>
                                                                                                                                                        <U+2605>";"открытый";"акции";"сформирован";"рыночных финансовых инструментов";"Иностранные активы";"";"2.50% от СЧА";"2.96% от СЧА";"-6.52%";"5.95%";"2.94%";"62.20%";"103.56%";"127.60%";"525.10";"1 675.28";"1 259.35";"4 379.24";"5 097.17";"5 067.71";"26.02.2021";"0.310";"0.309";"5.23%";"-1.258";"0.383";"11.54";"-6.45%";"-6.52%";"5.95%";"2.94%";"62.20%";"103.56%";"127.60%";"-6.52";"5.95";"2.94";"62.20";"103.56";"127.60";"26.02.2021";"0.310";"0.309";"5.23%";"-1.258";"0.383";"11.54%";"-6.45%";"6 397.81";"62.20%";"4 379.24";"5 000";"—
                                                                            (Рос. активы";"06.11.2007";"5 999";"";"2.50% от СЧА";"2.96% от СЧА"
"/funds/1006/";"";"ВТБ - Фонд Электроэнергетики";"ВТБ Капитал Управление активами";"";"открытый";"15.03.2021";"06.11.2007";"сформирован";"рыночных финансовых инструментов";"акции";"";"15.03.2021";"747.24";"3 176";"5 000";"06.11.2007";"<U+2605>
                                                                                                                                                        <U+2605>
                                                                                                                                                        <U+2605>
                                                                                                                                                        <U+2605>
                                                                                                                                                        <U+2605>";"открытый";"акции";"сформирован";"рыночных финансовых инструментов";"";"";"3.00% от СЧА";"3.26% от СЧА";"-1.30%";"3.40%";"0.19%";"36.81%";"27.61%";"148.95%";"-21.62";"46.10";"0.37";"118.16";"192.42";"179.16";"26.02.2021";"0.039";"0.043";"5.06%";"-1.315";"0.758";"48.27";"-7.60%";"-1.30%";"3.40%";"0.19%";"36.81%";"27.61%";"148.95%";"-1.30";"3.40";"0.19";"36.81";"27.61";"148.95";"26.02.2021";"0.039";"0.043";"5.06%";"-1.315";"0.758";"48.27%";"-7.60%";"747.24";"36.81%";"118.16";"5 000";"<U+2605>
                                                                                                                                <U+2605>
                                                                                                                                <U+2605>
                                                                                                                                <U+2605>
                                                                                                                                <U+2605>";"06.11.2007";"3 176";"";"3.00% от СЧА";"3.26% от СЧА"
"/funds/1691/";"";"ВербаКапитал";"ВербаКапитал";"";"открытый";"15.03.2021";"16.02.2010";"сформирован";"рыночных финансовых инструментов";"смешанный";"";"15.03.2021";"372.63";"4";"10 000";"16.02.2010";"<U+2605>
                                                                                                                                                        <U+2605>
                                                                                                                                                        <U+2605>
                                                                                                                                                        <U+2605>
                                                                                                                                                        <U+2605>";"открытый";"смешанный";"сформирован";"рыночных финансовых инструментов";"";"";"1.20% от СЧА";"3.20% от СЧА";"0.16%";"1.96%";"1.48%";"29.20%";"49.63%";"78.36%";"< 0.01";"< 0.01";"< 0.01";"< 0.01";"42.62";"-53.70";"26.02.2021";"0.390";"0.413";"1.83%";"-2.850";"0.227";"32.99";"-1.88%";"0.16%";"1.96%";"1.48%";"29.20%";"49.63%";"78.36%";"0.16";"1.96";"1.48";"29.20";"49.63";"78.36";"26.02.2021";"0.390";"0.413";"1.83%";"-2.850";"0.227";"32.99%";"-1.88%";"372.63";"29.20%";"< 0.01";"10 000";"<U+2605>
                                                                                                                                <U+2605>
                                                                                                                                <U+2605>
                                                                                                                                <U+2605>
                                                                                                                                <U+2605>";"16.02.2010";"4";"";"1.20% от СЧА";"3.20% от СЧА"
"/funds/5171/";"";"Восточный Капитал -  Инвестиции";"Восточный Капитал";"";"открытый";"15.03.2021";"14.09.2018";"сформирован";"рыночных финансовых инструментов";"смешанный";"";"15.03.2021";"7.66";"31";"1 000";"14.09.2018";"<U+2605>
                                                                                                                                                        <U+2605>
                                                                                                                                                        <U+2605>
                                                                                                                                                        <U+2605>
                                                                                                                                                        <U+2605>";"открытый";"смешанный";"сформирован";"рыночных финансовых инструментов";"";"";"3.10% от СЧА";"4.60% от СЧА";"1.38%";"2.35%";"2.03%";"7.16%";"";"";"< 0.01";"< 0.01";"< 0.01";"-6.55";"< 0.01";"< 0.01";"";"";"";"";"";"";"";"";"1.38%";"2.35%";"2.03%";"7.16%";"";"";"1.38";"2.35";"2.03";"7.16";"";"";"";"";"";"";"";"";"";"";"7.66";"7.16%";"-6.55";"1 000";"—
                                                                            (Работает менее трех лет)";"14.09.2018";"31";"";"3.10% от СЧА";"4.60% от СЧА"
"/funds/5169/";"";"Восточный Капитал - Сбалансированный";"Восточный Капитал";"";"открытый";"15.03.2021";"14.09.2018";"сформирован";"рыночных финансовых инструментов";"облигации";"";"15.03.2021";"6.58";"21";"1 000";"14.09.2018";"<U+2605>
                                                                                                                                                        <U+2605>
                                                                                                                                                        <U+2605>
                                                                                                                                                        <U+2605>
                                                                                                                                                        <U+2605>";"открытый";"облигации";"сформирован";"рыночных финансовых инструментов";"";"";"2.70% от СЧА";"4.20% от СЧА";"0.59%";"1.37%";"0.97%";"6.80%";"";"";"< 0.01";"< 0.01";"< 0.01";"-6.12";"< 0.01";"< 0.01";"";"";"";"";"";"";"";"";"0.59%";"1.37%";"0.97%";"6.80%";"";"";"0.59";"1.37";"0.97";"6.80";"";"";"";"";"";"";"";"";"";"";"6.58";"6.80%";"-6.12";"1 000";"—
                                                                            (Работает менее трех лет)";"14.09.2018";"21";"";"2.70% от СЧА";"4.20% от СЧА"
"/funds/5193/";"";"Восхождение";"Восхождение";"";"открытый";"15.03.2021";"27.07.2018";"сформирован";"рыночных финансовых инструментов";"смешанный";"";"15.03.2021";"209.12";"10";"100 000";"27.07.2018";"<U+2605>
                                                                                                                                                        <U+2605>
                                                                                                                                                        <U+2605>
                                                                                                                                                        <U+2605>
                                                                                                                                                        <U+2605>";"открытый";"смешанный";"сформирован";"рыночных финансовых инструментов";"";"";"3.00% от СЧА";"5.20% от СЧА";"-0.25%";"0.86%";"0.22%";"3.79%";"";"";"9.97";"29.97";"9.97";"154.55";"< 0.01";"< 0.01";"";"";"";"";"";"";"";"";"-0.25%";"0.86%";"0.22%";"3.79%";"";"";"-0.25";"0.86";"0.22";"3.79";"";"";"";"";"";"";"";"";"";"";"209.12";"3.79%";"154.55";"100 000";"—
                                                                            (Работает менее трех лет)";"27.07.2018";"10";"";"3.00% от СЧА";"5.20% от СЧА"
"/funds/1481/";"";"ГЕРФИН - фонд облигаций
                                                        
                                                            можно купить online";"ГЕРФИН";"";"открытый";"15.03.2021";"06.07.2009";"сформирован";"рыночных финансовых инструментов";"облигации";"";"15.03.2021";"177.22";"188";"15 000";"06.07.2009";"<U+2605>
                                                                                                                                                        <U+2605>
                                                                                                                                                        <U+2605>
                                                                                                                                                        <U+2605>
                                                                                                                                                        <U+2605>";"открытый";"облигации";"сформирован";"рыночных финансовых инструментов";"";"";"2.00% от СЧА";"4.00% от СЧА";"-0.30%";"0.75%";"-0.02%";"10.35%";"16.47%";"31.57%";"-0.96";"-1.70";"-0.66";"-19.05";"-45.93";"46.22";"26.02.2021";"0.013";"0.012";"1.27%";"-3.884";"0.137";"24.95";"-1.67%";"-0.30%";"0.75%";"-0.02%";"10.35%";"16.47%";"31.57%";"-0.30";"0.75";"-0.02";"10.35";"16.47";"31.57";"26.02.2021";"0.013";"0.012";"1.27%";"-3.884";"0.137";"24.95%";"-1.67%";"177.22";"10.35%";"-19.05";"15 000";"<U+2605>
                                                                                                                                <U+2605>
                                                                                                                                <U+2605>
                                                                                                                                <U+2605>
                                                                                                                                <U+2605>";"06.07.2009";"188";"";"2.00% от СЧА";"4.00% от СЧА"
"/funds/668/";"";"Газпромбанк - Акции";"Газпромбанк — Управление активами";"";"открытый";"15.03.2021";"05.10.2006";"сформирован";"рыночных финансовых инструментов";"акции";"";"15.03.2021";"938.77";"1 130";"1 000";"05.10.2006";"<U+2605>
                                                                                                                                                        <U+2605>
                                                                                                                                                        <U+2605>
                                                                                                                                                        <U+2605>
                                                                                                                                                        <U+2605>";"открытый";"акции";"сформирован";"рыночных финансовых инструментов";"";"";"3.00% от СЧА";"4.00% от СЧА";"2.05%";"11.96%";"9.79%";"61.34%";"76.84%";"114.55%";"72.20";"159.53";"134.10";"319.38";"448.91";"461.90";"26.02.2021";"0.191";"0.195";"4.83%";"0.320";"1.010";"94.14";"-6.51%";"2.05%";"11.96%";"9.79%";"61.34%";"76.84%";"114.55%";"2.05";"11.96";"9.79";"61.34";"76.84";"114.55";"26.02.2021";"0.191";"0.195";"4.83%";"0.320";"1.010";"94.14%";"-6.51%";"938.77";"61.34%";"319.38";"1 000";"<U+2605>
                                                                                                                                <U+2605>
                                                                                                                                <U+2605>
                                                                                                                                <U+2605>
                                                                                                                                <U+2605>";"05.10.2006";"1 130";"";"3.00% от СЧА";"4.00% от СЧА"
"/funds/665/";"";"Газпромбанк - Валютные облигации";"Газпромбанк — Управление активами";"";"открытый";"15.03.2021";"05.10.2006";"сформирован";"рыночных финансовых инструментов";"облигации";"Иностранные активы";"15.03.2021";"830.68";"904";"1 000";"05.10.2006";"<U+2605>
                                                                                                                                                        <U+2605>
                                                                                                                                                        <U+2605>
                                                                                                                                                        <U+2605>
                                                                                                                                                        <U+2605>";"открытый";"облигации";"сформирован";"рыночных финансовых инструментов";"Иностранные активы";"";"2.00% от СЧА";"3.00% от СЧА";"-1.38%";"0.56%";"-0.86%";"6.23%";"43.35%";"25.03%";"1.55";"3.53";"2.92";"244.79";"118.45";"184.19";"26.02.2021";"0.196";"0.251";"3.41%";"-4.961";"-0.348";"22.48";"-4.48%";"-1.38%";"0.56%";"-0.86%";"6.23%";"43.35%";"25.03%";"-1.38";"0.56";"-0.86";"6.23";"43.35";"25.03";"26.02.2021";"0.196";"0.251";"3.41%";"-4.961";"-0.348";"22.48%";"-4.48%";"830.68";"6.23%";"244.79";"1 000";"—
                                                                            (Рос. активы";"05.10.2006";"904";"";"2.00% от СЧА";"3.00% от СЧА"
"/funds/2595/";"";"Газпромбанк - Золото";"Газпромбанк — Управление активами";"";"открытый";"15.03.2021";"28.06.2012";"сформирован";"рыночных финансовых инструментов";"фондов";"Драгоценные металлы";"15.03.2021";"616.86";"997";"1 000";"28.06.2012";"Без рейтинга*";"открытый";"фондов";"сформирован";"рыночных финансовых инструментов";"Драгоценные металлы";"";"2.50% от СЧА";"4.00% от СЧА";"-5.62%";"-5.96%";"-8.78%";"12.57%";"62.51%";"26.70%";"16.97";"42.00";"20.56";"246.75";"332.06";"318.57";"26.02.2021";"0.159";"0.182";"6.35%";"-4.764";"-0.424";"9.58";"-8.85%";"-5.62%";"-5.96%";"-8.78%";"12.57%";"62.51%";"26.70%";"-5.62";"-5.96";"-8.78";"12.57";"62.51";"26.70";"26.02.2021";"0.159";"0.182";"6.35%";"-4.764";"-0.424";"9.58%";"-8.85%";"616.86";"12.57%";"246.75";"1 000";"Без рейтинга*";"28.06.2012";"997";"";"2.50% от СЧА";"4.00% от СЧА"
"/funds/734/";"";"Газпромбанк - Индия";"Газпромбанк — Управление активами";"";"открытый";"15.03.2021";"29.12.2006";"сформирован";"рыночных финансовых инструментов";"фондов";"Иностранные активы";"15.03.2021";"106.87";"294";"1 000";"29.12.2006";"<U+2605>
                                                                                                                                                        <U+2605>
                                                                                                                                                        <U+2605>
                                                                                                                                                        <U+2605>
                                                                                                                                                        <U+2605>";"открытый";"фондов";"сформирован";"рыночных финансовых инструментов";"Иностранные активы";"";"2.50% от СЧА";"4.00% от СЧА";"-1.33%";"9.75%";"5.20%";"40.00%";"41.94%";"41.51%";"5.42";"-1.05";"-0.46";"0.49";"-5.91";"13.38";"26.02.2021";"0.090";"0.093";"5.89%";"-2.368";"0.367";"8.37";"-8.58%";"-1.33%";"9.75%";"5.20%";"40.00%";"41.94%";"41.51%";"-1.33";"9.75";"5.20";"40.00";"41.94";"41.51";"26.02.2021";"0.090";"0.093";"5.89%";"-2.368";"0.367";"8.37%";"-8.58%";"106.87";"40.00%";"0.49";"1 000";"<U+2605>
                                                                                                                                <U+2605>
                                                                                                                                <U+2605>
                                                                                                                                <U+2605>
                                                                                                                                <U+2605>";"29.12.2006";"294";"";"2.50% от СЧА";"4.00% от СЧА"
"/funds/1059/";"";"Газпромбанк - Нефть";"Газпромбанк — Управление активами";"";"открытый";"15.03.2021";"29.10.2007";"сформирован";"рыночных финансовых инструментов";"фондов";"Иностранные активы";"15.03.2021";"215.21";"757";"1 000";"29.10.2007";"<U+2605>
                                                                                                                                                        <U+2605>
                                                                                                                                                        <U+2605>
                                                                                                                                                        <U+2605>
                                                                                                                                                        <U+2605>";"открытый";"фондов";"сформирован";"рыночных финансовых инструментов";"Иностранные активы";"";"2.50% от СЧА";"4.00% от СЧА";"14.05%";"37.78%";"37.95%";"115.38%";"14.19%";"5.26%";"-9.34";"-21.20";"-20.31";"26.50";"-12.27";"-176.85";"26.02.2021";"-0.019";"-0.021";"10.86%";"1.814";"1.604";"46.92";"-17.11%";"14.05%";"37.78%";"37.95%";"115.38%";"14.19%";"5.26%";"14.05";"37.78";"37.95";"115.38";"14.19";"5.26";"26.02.2021";"-0.019";"-0.021";"10.86%";"1.814";"1.604";"46.92%";"-17.11%";"215.21";"115.38%";"26.50";"1 000";"—
                                                                            (Рос. активы";"29.10.2007";"757";"";"2.50% от СЧА";"4.00% от СЧА"
"/funds/2969/";"";"Газпромбанк - Облигации плюс";"Газпромбанк — Управление активами";"";"открытый";"15.03.2021";"20.03.2013";"сформирован";"рыночных финансовых инструментов";"облигации";"";"15.03.2021";"39 050.76";"54 735";"1 000";"20.03.2013";"<U+2605>
                                                                                                                                                        <U+2605>
                                                                                                                                                        <U+2605>
                                                                                                                                                        <U+2605>
                                                                                                                                                        <U+2605>";"открытый";"облигации";"сформирован";"рыночных финансовых инструментов";"";"";"2.00% от СЧА";"3.00% от СЧА";"-0.37%";"0.01%";"-0.03%";"7.97%";"18.39%";"47.18%";"-161.31";"992.59";"573.11";"6 609.17";"11 978.84";"27 033.65";"26.02.2021";"0.092";"0.092";"0.84%";"-4.029";"0.082";"20.83";"-0.90%";"-0.37%";"0.01%";"-0.03%";"7.97%";"18.39%";"47.18%";"-0.37";"0.01";"-0.03";"7.97";"18.39";"47.18";"26.02.2021";"0.092";"0.092";"0.84%";"-4.029";"0.082";"20.83%";"-0.90%";"39 050.76";"7.97%";"6 609.17";"1 000";"<U+2605>
                                                                                                                                <U+2605>
                                                                                                                                <U+2605>
                                                                                                                                <U+2605>
                                                                                                                                <U+2605>";"20.03.2013";"54 735";"";"2.00% от СЧА";"3.00% от СЧА"
"/funds/667/";"";"Газпромбанк - Сбалансированный";"Газпромбанк — Управление активами";"";"открытый";"15.03.2021";"31.10.2006";"сформирован";"рыночных финансовых инструментов";"смешанный";"";"15.03.2021";"6 898.37";"5 540";"1 000";"31.10.2006";"<U+2605>
                                                                                                                                                        <U+2605>
                                                                                                                                                        <U+2605>
                                                                                                                                                        <U+2605>
                                                                                                                                                        <U+2605>";"открытый";"смешанный";"сформирован";"рыночных финансовых инструментов";"";"";"2.75% от СЧА";"3.75% от СЧА";"0.37%";"4.61%";"3.59%";"31.16%";"37.70%";"70.00%";"755.50";"1 831.69";"1 634.30";"2 635.28";"5 447.05";"5 771.00";"26.02.2021";"0.140";"0.142";"2.85%";"-1.838";"0.583";"90.18";"-3.85%";"0.37%";"4.61%";"3.59%";"31.16%";"37.70%";"70.00%";"0.37";"4.61";"3.59";"31.16";"37.70";"70.00";"26.02.2021";"0.140";"0.142";"2.85%";"-1.838";"0.583";"90.18%";"-3.85%";"6 898.37";"31.16%";"2 635.28";"1 000";"<U+2605>
                                                                                                                                <U+2605>
                                                                                                                                <U+2605>
                                                                                                                                <U+2605>
                                                                                                                                <U+2605>";"31.10.2006";"5 540";"";"2.75% от СЧА";"3.75% от СЧА"
